# Panansonic FC Series 35V
# Capacity ESR@100kHz 20°C
6.8 2.0
12 0.95
18 1.3
22 0.8
27 0.45
33 0.8
39 0.5
47 0.35
56 0.35
68 0.35
82 0.25
100 0.117
120 0.117
150 0.117
180 0.090
220 0.085
270 0.068
330 0.065
390 0.052
470 0.052
560 0.038
680 0.035
820 0.030
1000 0.030
1200 0.025
1500 0.022
1800 0.018
2200 0.018
2700 0.016
3300 0.015
3900 0.014

