# Panasonic FR series 35V
# Capacity ESR@100kHz 20°C
33 0.30
68 0.13
180 0.056
270 0.041
390 0.030
470 0.028
560 0.020
680 0.018
820 0.018
1000 0.018
1200 0.015
1500 0.013
1800 0.012
2200 0.012
