# Panasonic FR series 63V
# Capacity ESR@100kHz 20°C
18 0.51
47 0.21
82 0.092
100 0.063
120 0.045
150 0.045
180 0.035
220 0.033
270 0.033
330 0.033
390 0.027
470 0.027
560 0.024
680 0.021
820 0.024
