# Panasonic FR series 16V
# Capacity ESR@100kHz 20°C
68 0.30
100 0.30
120 0.13
220 0.13
470 0.056
680 0.041
1000 0.028
1500 0.018
1800 0.018
2200 0.018
2700 0.015
3300 0.013
3900 0.012
4700 0.012
5600 0.014
