# Panasonic FC series 10V
# Capacity ESR@100kHz 20°C
22 2.0
39 0.95
47 1.3
82 0.45
100 0.5
150 0.35
180 0.35
220 0.25
330 0.117
390 0.117
470 0.117
560 0.09
680 0.085
820 0.068
1000 0.065
1200 0.052
1500 0.045
1800 0.038
2200 0.035
2700 0.030
3300 0.025
3900 0.022
4700 0.018
5600 0.022
6800 0.018
8200 0.016
10000 0.015
12000 0.014
