# Panasonic FR series 25V
# Capacity ESR@100kHz 20°C
47 0.30
68 0.30
100 0.13
150 0.13
330 0.056
390 0.041
470 0.030
560 0.030
680 0.028
820 0.020
1000 0.018
1200 0.018
1500 0.018
1800 0.015
2200 0.013
3300 0.014
