# Panasonic FC Series 25V
# Capacity ESR@100kHz 20°C
10 2.0
22 0.95
27 1.3
39 0.45
47 0.80
56 0.50
82 0.35
100 0.35
120 0.25
180 0.117
220 0.117
270 0.09
330 0.085
390 0.065
470 0.065
560 0.052
680 0.052
820 0.038
1000 0.035
1200 0.030
1500 0.029
1800 0.025
2200 0.022
2700 0.022
3300 0.018
3900 0.016
4700 0.015
5600 0.014
