# Panasonic FR series 6.3V
# Capacity ESR@100kHz 20°C
150 0.3
330 0.13
470 0.13
820 0.056
1200 0.041
1500 0.030
1800 0.028
2200 0.020
2700 0.018
3900 0.018
4700 0.015
5600 0.013
6800 0.012

