# Panasonic FC series 100V
# Capacity ESR@100kHz 20°C
5.6 4.1
8.2 2.8
12 1.8
18 1.1
22 0.68
33 0.45
39 0.33
56 0.24
68 0.21
100 0.15
120 0.140
150 0.110
180 0.098
220 0.087
270 0.072
330 0.062
390 0.053
470 0.047
560 0.041
680 0.036

