# Panasonic FR series 50V
# Capacity ESR@100kHz 20°C
22 0.34
56 0.14
100 0.061
120 0.045
150 0.042
180 0.033
220 0.030
270 0.023
330 0.022
470 0.022
560 0.018
680 0.016
820 0.014
1000 0.016
