# Panasonic FC Series  63V
# Capacity ESR@100kHz 20°C
6.8 3.50
12 2.0
18 1.30
22 1.0
33 1.0
39 0.70
47 0.342
56 0.342
68 0.342
82 0.256
100 0.230
120 0.194
150 0.178
180 0.147
220 0.085
270 0.090
330 0.085
390 0.070
470 0.055
560 0.050
680 0.047
820 0.042
1000 0.036
1200 0.030
1500 0.030
1800 0.025
