# Panasonic FC Series 16V
# capacity  ESR@100kHz +20°C
15 2.0
27 0.95
39 1.3
47 0.8
56 0.45
68 0.80
82 0.5
100 0.35
120 0.35
180 0.25
220 0.117
270 0.117
330 0.117
390 0.090
470 0.085
560 0.068
680 0.065
820 0.052
1000 0.045
1200 0.043
1500 0.035
1800 0.030
2200 0.029
2700 0.025
3300 0.022
3900 0.022
4700 0.018
5600 0.016
6800 0.015
8200 0.015
